data_referencia|cod_ibge|txt_nome_municipio|txt_sigla_uf|num_ano_financiamento|qtd_uh_financiadas|vlr_financiamento|vlr_subsidio
01/11/2024|260110|Araripina |PE|2010|237|4275740,5200000005|2729803
01/11/2024|260110|Araripina |PE|2011|81|4650808,120000001|721882
01/11/2024|260110|Araripina |PE|2012|149|9825150,069999998|3058027,6999999997
01/11/2024|260110|Araripina |PE|2013|110|7860342,66|2542506,5999999996
01/11/2024|260110|Araripina |PE|2014|166|13411618,73|3576641,130000001
01/11/2024|260110|Araripina |PE|2015|176|15289507,52|3421183,92
01/11/2024|260110|Araripina |PE|2016|127|11819034,3|1694374,8100000003
01/11/2024|260110|Araripina |PE|2017|106|9869492,74|2094917,5699999998
01/11/2024|260110|Araripina |PE|2018|135|12898445,54|2858137,4299999997
01/11/2024|260110|Araripina |PE|2019|120|11390112,51|2729889,36
01/11/2024|260110|Araripina |PE|2020|122|11555527,020000001|2827641,35
01/11/2024|260110|Araripina |PE|2021|62|5795253,1899999995|1471105,67
01/11/2024|260110|Araripina |PE|2022|68|7477044,56|1252033,84
01/11/2024|260110|Araripina |PE|2023|105|13673428,540000001|2408541,960000001
01/11/2024|260110|Araripina |PE|2024|137|19714750,66|3175367,690000001
01/11/2024|260120|Arcoverde |PE|2009|37|1088974,74|303993,11
01/11/2024|260120|Arcoverde |PE|2010|79|2353901,8600000003|1200433
01/11/2024|260120|Arcoverde |PE|2011|90|3973025,09|800062
01/11/2024|260120|Arcoverde |PE|2012|157|7121418,749999999|3447435,6500000004
01/11/2024|260120|Arcoverde |PE|2013|162|8095337,3599999985|4087297,0400000014
01/11/2024|260120|Arcoverde |PE|2014|196|11785012,030000001|4925279,970000001
01/11/2024|260120|Arcoverde |PE|2015|128|9613339,139999999|2930344,3200000003
01/11/2024|260120|Arcoverde |PE|2016|127|10689798,430000002|2533306,2500000005
01/11/2024|260120|Arcoverde |PE|2017|142|11858419,65|3572402,9700000016
01/11/2024|260120|Arcoverde |PE|2018|187|16982443,139999997|4387769,46
01/11/2024|260120|Arcoverde |PE|2019|227|20639568,15|5416661,87
01/11/2024|260120|Arcoverde |PE|2020|137|12906612,090000002|3314657,0400000005
01/11/2024|260120|Arcoverde |PE|2021|136|13159948,860000003|3735581,0799999996
01/11/2024|260120|Arcoverde |PE|2022|98|10686049,1|2030152,7399999995
01/11/2024|260120|Arcoverde |PE|2023|138|17188243,01|3359204,51
01/11/2024|260120|Arcoverde |PE|2024|135|18699562,74|3631892,65
01/11/2024|260130|Barra de Guabiraba |PE|2009|2|50000|7173
01/11/2024|260130|Barra de Guabiraba |PE|2010|6|182500|71831
01/11/2024|260130|Barra de Guabiraba |PE|2011|4|213600|12215
01/11/2024|260130|Barra de Guabiraba |PE|2012|5|231985,82|62934,13
01/11/2024|260130|Barra de Guabiraba |PE|2014|2|117000|24115,92
01/11/2024|260130|Barra de Guabiraba |PE|2015|1|71341|15999,99
01/11/2024|260130|Barra de Guabiraba |PE|2017|1|74400|20999,99
01/11/2024|260130|Barra de Guabiraba |PE|2021|1|79960|19903,83
01/11/2024|260130|Barra de Guabiraba |PE|2022|1|60123,1|14742,18
01/11/2024|260130|Barra de Guabiraba |PE|2024|1|159800|0
01/11/2024|260140|Barreiros |PE|2009|15|459759,72|131667
01/11/2024|260140|Barreiros |PE|2010|6|233245,33|58337
01/11/2024|260140|Barreiros |PE|2011|3|77914,01|15000
01/11/2024|260140|Barreiros |PE|2012|3|117828,58|36840,33
01/11/2024|260140|Barreiros |PE|2013|4|268847,55|31683,49
01/11/2024|260140|Barreiros |PE|2014|8|424603,34|96079,99
01/11/2024|260140|Barreiros |PE|2015|2|108754,8|15999,99
01/11/2024|260140|Barreiros |PE|2016|2|114300|0
01/11/2024|260140|Barreiros |PE|2017|1|50000|0
01/11/2024|260140|Barreiros |PE|2018|1|70000|20999,99
01/11/2024|260140|Barreiros |PE|2019|1|86400|0
01/11/2024|260140|Barreiros |PE|2023|1|96000|16707,44
01/11/2024|260140|Barreiros |PE|2024|4|459736|21810,91
01/11/2024|260150|Belém de Maria |PE|2011|1|30000|0
01/11/2024|260150|Belém de Maria |PE|2013|1|50000|14000,79
01/11/2024|260150|Belém de Maria |PE|2014|2|83200|31895,9
01/11/2024|260150|Belém de Maria |PE|2017|2|155185,97|39099,98
01/11/2024|260150|Belém de Maria |PE|2018|2|116563,66|37098,49
01/11/2024|260150|Belém de Maria |PE|2024|1|80000|4041,19
01/11/2024|260160|Belém de São Francisco|PE|2009|6|128700|35593
01/11/2024|260160|Belém de São Francisco|PE|2010|175|386664|1421825
01/11/2024|260160|Belém de São Francisco|PE|2011|1|15000|3000
01/11/2024|260160|Belém de São Francisco|PE|2012|6|255008,09|80513,73
01/11/2024|260160|Belém de São Francisco|PE|2013|1|41871,96|27620,99
01/11/2024|260160|Belém de São Francisco|PE|2015|2|138424,4|15999,99
01/11/2024|260160|Belém de São Francisco|PE|2018|1|65000|16566,17
01/11/2024|260160|Belém de São Francisco|PE|2023|2|186000|1552
01/11/2024|260170|Belo Jardim |PE|2009|183|3987281,130000001|2601397,77
01/11/2024|260170|Belo Jardim |PE|2010|272|7363452,879999998|4800974
01/11/2024|260170|Belo Jardim |PE|2011|307|9536461,64|3389733
01/11/2024|260170|Belo Jardim |PE|2012|417|15009370,31|9468323,659999998
01/11/2024|260170|Belo Jardim |PE|2013|405|18849715,3|11004932,980000002
01/11/2024|260170|Belo Jardim |PE|2014|490|27655889,909999993|13044126,000000002
01/11/2024|260170|Belo Jardim |PE|2015|460|29980764,779999997|11698073,530000009
01/11/2024|260170|Belo Jardim |PE|2016|435|30962223,37|11058123,760000004
01/11/2024|260170|Belo Jardim |PE|2017|496|36729706,169999994|14248328,040000012
01/11/2024|260170|Belo Jardim |PE|2018|430|32927399,009999998|14356784,010000004
01/11/2024|260170|Belo Jardim |PE|2019|377|30128159,230000004|10948532,670000002
01/11/2024|260170|Belo Jardim |PE|2020|319|25326199,92|9832625,64
01/11/2024|260170|Belo Jardim |PE|2021|337|27767271,239999995|10996737,51
01/11/2024|260170|Belo Jardim |PE|2022|405|35596609,86|13105327,04
01/11/2024|260170|Belo Jardim |PE|2023|521|50762882,63000001|19722210,080000002
01/11/2024|260170|Belo Jardim |PE|2024|455|45565385,989999995|21356979,610000003
01/11/2024|260180|Betânia |PE|2010|2|99490|21027
01/11/2024|260180|Betânia |PE|2024|1|139200|27072,47
01/11/2024|260190|Bezerros |PE|2009|15|486478,79|178066
01/11/2024|260190|Bezerros |PE|2010|10|397078,5|127392
01/11/2024|260190|Bezerros |PE|2011|26|1111106,82|195455
01/11/2024|260190|Bezerros |PE|2012|24|1119145,44|474688,81
01/11/2024|260190|Bezerros |PE|2013|24|1279864,7200000002|554012,9899999999
01/11/2024|260190|Bezerros |PE|2014|20|1448530,15|405535,93
01/11/2024|260190|Bezerros |PE|2015|24|1869872,72|437344,2299999999
01/11/2024|260190|Bezerros |PE|2016|9|659460,1799999999|113188,28
01/11/2024|260190|Bezerros |PE|2017|11|1084357,5|168450,53
01/11/2024|260190|Bezerros |PE|2018|12|1246778|223065,95
01/11/2024|260190|Bezerros |PE|2019|17|1576450,43|368186,64
01/11/2024|260190|Bezerros |PE|2020|18|1728539,58|357892,7
01/11/2024|260190|Bezerros |PE|2021|28|2794076,8599999994|556322,7599999999
01/11/2024|260190|Bezerros |PE|2022|41|4661516,970000001|745910,3599999999
01/11/2024|260190|Bezerros |PE|2023|57|7080153,129999999|1635107,7400000002
01/11/2024|260190|Bezerros |PE|2024|82|10526044,350000001|2860119,35
01/11/2024|260200|Bodocó |PE|2009|7|218685,17|117339
01/11/2024|260200|Bodocó |PE|2010|10|417363,57|191025
01/11/2024|260200|Bodocó |PE|2011|3|138000|22000
01/11/2024|260200|Bodocó |PE|2012|2|118996,29|37532,51
01/11/2024|260200|Bodocó |PE|2013|3|183355,2|61879,97
01/11/2024|260200|Bodocó |PE|2014|5|295510|83233,05
01/11/2024|260200|Bodocó |PE|2015|3|202150|55338,22
01/11/2024|260200|Bodocó |PE|2016|5|320952,6|68550,04
01/11/2024|260200|Bodocó |PE|2017|3|217729,79|81352,97
01/11/2024|260200|Bodocó |PE|2018|1|70000|16029,11
01/11/2024|260200|Bodocó |PE|2019|4|306500,44|73680,25
01/11/2024|260200|Bodocó |PE|2020|9|692910|250745,57
01/11/2024|260200|Bodocó |PE|2021|6|499153,36|85590,4
01/11/2024|260200|Bodocó |PE|2022|8|750656,72|111196,51
01/11/2024|260200|Bodocó |PE|2023|15|1586525,15|328048,45
01/11/2024|260200|Bodocó |PE|2024|21|2407430,9200000004|837739,2899999999
01/11/2024|260210|Bom Conselho |PE|2009|17|563396,95|138533,69
01/11/2024|260210|Bom Conselho |PE|2010|8|313899|97919
01/11/2024|260210|Bom Conselho |PE|2011|16|590915|24301
01/11/2024|260210|Bom Conselho |PE|2012|21|981163,25|277293,16
01/11/2024|260210|Bom Conselho |PE|2013|20|1216650,19|438232,7799999999
01/11/2024|260210|Bom Conselho |PE|2014|70|5044591,720000001|1692311,2799999996
01/11/2024|260210|Bom Conselho |PE|2015|36|2638317,5599999996|744538,1199999999
01/11/2024|260210|Bom Conselho |PE|2016|37|2649413,57|624638,7599999999
01/11/2024|260210|Bom Conselho |PE|2017|26|1943309,85|627953,34
01/11/2024|260210|Bom Conselho |PE|2018|17|1255121,49|392059,18
01/11/2024|260210|Bom Conselho |PE|2019|19|1665198,18|424252,1199999999
01/11/2024|260210|Bom Conselho |PE|2020|12|1127129,8399999999|228279,99
01/11/2024|260210|Bom Conselho |PE|2021|5|338555,42|91537,31
01/11/2024|260210|Bom Conselho |PE|2022|7|697594,71|118756,12
01/11/2024|260210|Bom Conselho |PE|2023|8|814458,4199999999|224408,29
01/11/2024|260210|Bom Conselho |PE|2024|18|1995350,3800000001|709079,47
01/11/2024|260220|Bom Jardim |PE|2014|1|63379|27621
01/11/2024|260230|Bonito |PE|2009|6|180699,48|59037,52
01/11/2024|260230|Bonito |PE|2010|15|505343,46|154640
01/11/2024|260230|Bonito |PE|2011|14|557862|56000
01/11/2024|260230|Bonito |PE|2012|23|865538,27|392191,5799999999
01/11/2024|260230|Bonito |PE|2013|20|867828,28|370524,45
01/11/2024|260230|Bonito |PE|2014|30|1388138,29|546589,6499999999
01/11/2024|260230|Bonito |PE|2015|18|1068395,94|305832,44
01/11/2024|260230|Bonito |PE|2016|21|1376512,1099999999|310947,4999999999
01/11/2024|260230|Bonito |PE|2017|18|1315617,34|256952
01/11/2024|260230|Bonito |PE|2018|12|900788,5499999999|166834,18
01/11/2024|260230|Bonito |PE|2019|12|1267800|174700,83
01/11/2024|260230|Bonito |PE|2020|3|195611,35|62868,2
01/11/2024|260230|Bonito |PE|2021|2|153600|37158,48
01/11/2024|260230|Bonito |PE|2022|3|281357|34584,59
01/11/2024|260230|Bonito |PE|2023|16|1533283,2300000002|176391,85
01/11/2024|260230|Bonito |PE|2024|11|1229520,37|108355,44
01/11/2024|260240|Brejão |PE|2012|2|84522,03|24291,46
01/11/2024|260240|Brejão |PE|2013|1|39996,55|11831,04
01/11/2024|260240|Brejão |PE|2024|1|107200|24167,64
01/11/2024|260250|Brejinho |PE|2024|1|184000|0
01/11/2024|260260|Brejo da Madre de Deus |PE|2009|43|988085|731475
01/11/2024|260260|Brejo da Madre de Deus |PE|2010|189|4712114,44|3464376
01/11/2024|260260|Brejo da Madre de Deus |PE|2011|155|5396038,19|1612198
01/11/2024|260260|Brejo da Madre de Deus |PE|2012|258|10494748,16|5847045,3
01/11/2024|260260|Brejo da Madre de Deus |PE|2013|179|8195710,4799999995|4659685,989999999
01/11/2024|260260|Brejo da Madre de Deus |PE|2014|22|1514062|586559,31
01/11/2024|260260|Brejo da Madre de Deus |PE|2015|18|1256747,0899999999|404407,89
01/11/2024|260260|Brejo da Madre de Deus |PE|2016|20|1530842,56|452724,57
01/11/2024|260260|Brejo da Madre de Deus |PE|2017|37|2776344,29|1118049,69
01/11/2024|260260|Brejo da Madre de Deus |PE|2018|23|1745215,7100000002|727003,4999999999
01/11/2024|260260|Brejo da Madre de Deus |PE|2019|22|1504034,2299999997|609860,2
01/11/2024|260260|Brejo da Madre de Deus |PE|2020|22|1116673,73|404427,09
01/11/2024|260260|Brejo da Madre de Deus |PE|2021|20|1539195,21|484554,77
01/11/2024|260260|Brejo da Madre de Deus |PE|2022|19|2030563,9400000002|562019,87
01/11/2024|260260|Brejo da Madre de Deus |PE|2023|15|1703808,91|445972,83
01/11/2024|260260|Brejo da Madre de Deus |PE|2024|14|1727614,5000000002|515149,68
01/11/2024|260270|Buenos Aires |PE|2013|4|176011,46|99543
01/11/2024|260270|Buenos Aires |PE|2014|15|740653,94|376718,55
01/11/2024|260270|Buenos Aires |PE|2015|7|409596,8|176169,95
01/11/2024|260270|Buenos Aires |PE|2016|5|342334,42|118999,95
01/11/2024|260270|Buenos Aires |PE|2017|4|276152,31|107112,66
01/11/2024|260270|Buenos Aires |PE|2018|8|592128,88|234916,96
01/11/2024|260270|Buenos Aires |PE|2019|3|213747,66|84833,42
01/11/2024|260270|Buenos Aires |PE|2020|7|528312,99|205048,95
01/11/2024|260270|Buenos Aires |PE|2021|8|690908,78|210880,19
01/11/2024|260270|Buenos Aires |PE|2022|7|653562,11|167585,55
01/11/2024|260270|Buenos Aires |PE|2023|7|719271,79|241869,19
01/11/2024|260270|Buenos Aires |PE|2024|8|856373,74|374767,69
01/11/2024|260280|Buíque |PE|2009|9|198411,85|56276
01/11/2024|260280|Buíque |PE|2010|8|244586,88|97504
01/11/2024|260280|Buíque |PE|2011|6|246517|21000
01/11/2024|260280|Buíque |PE|2012|5|224678,44|83218,73
01/11/2024|260280|Buíque |PE|2013|2|84492,16|46332,83
01/11/2024|260280|Buíque |PE|2014|4|288112,61|96856,97
01/11/2024|260280|Buíque |PE|2015|2|153270|15999,99
01/11/2024|260280|Buíque |PE|2016|2|95332,68|40114,24
01/11/2024|260280|Buíque |PE|2017|2|150932,32|71529,98
01/11/2024|260280|Buíque |PE|2018|16|1350378,0899999999|456389,78
01/11/2024|260280|Buíque |PE|2019|31|2638028,64|864544,08
01/11/2024|260280|Buíque |PE|2020|22|1973224,31|614522,48
01/11/2024|260280|Buíque |PE|2021|13|1341480,41|449786,4
01/11/2024|260280|Buíque |PE|2022|19|2237180,2299999995|343132,59
01/11/2024|260280|Buíque |PE|2023|32|3998932,2399999998|907940,3899999999
01/11/2024|260280|Buíque |PE|2024|52|7045970,2299999995|1601105,95
01/11/2024|260290|Cabo de Santo Agostinho |PE|2009|22|921800,2399999999|241766,68
01/11/2024|260290|Cabo de Santo Agostinho |PE|2010|45|2345479,75|691513
01/11/2024|260290|Cabo de Santo Agostinho |PE|2011|20|1486043,9100000001|101393
01/11/2024|260290|Cabo de Santo Agostinho |PE|2012|25|2241664,83|139234,22
01/11/2024|260290|Cabo de Santo Agostinho |PE|2013|38|4041659,9000000004|231780,89
01/11/2024|260290|Cabo de Santo Agostinho |PE|2014|50|4913761,709999999|670784,71
01/11/2024|260290|Cabo de Santo Agostinho |PE|2015|72|7604063,920000001|891461,3899999999
01/11/2024|260290|Cabo de Santo Agostinho |PE|2016|85|9006829,42|1163959,1400000001
01/11/2024|260290|Cabo de Santo Agostinho |PE|2017|118|12022579,58|1837628,0699999998
01/11/2024|260290|Cabo de Santo Agostinho |PE|2018|156|16627858,139999999|3039787,44
01/11/2024|260290|Cabo de Santo Agostinho |PE|2019|193|20775102,45|3758027,02
01/11/2024|260290|Cabo de Santo Agostinho |PE|2020|148|16322882,77|3048928,0300000007
01/11/2024|260290|Cabo de Santo Agostinho |PE|2021|133|15145027,619999997|3019839,640000001
01/11/2024|260290|Cabo de Santo Agostinho |PE|2022|200|24560256,050000004|4532009,98
01/11/2024|260290|Cabo de Santo Agostinho |PE|2023|269|36874752,18999999|4960193,600000001
01/11/2024|260290|Cabo de Santo Agostinho |PE|2024|162|24311969,830000002|3758063,989999999
01/11/2024|260300|Cabrobó |PE|2009|9|255744,25|48715
01/11/2024|260300|Cabrobó |PE|2010|8|234265,61|57731
01/11/2024|260300|Cabrobó |PE|2012|2|51781,61|25762,27
01/11/2024|260300|Cabrobó |PE|2013|3|207617|49011,98
01/11/2024|260300|Cabrobó |PE|2014|3|194695,5|19000,99
01/11/2024|260300|Cabrobó |PE|2015|4|246595,5|58167,36
01/11/2024|260300|Cabrobó |PE|2016|8|584618,45|94814,98
01/11/2024|260300|Cabrobó |PE|2017|5|353070,23|96410,79
01/11/2024|260300|Cabrobó |PE|2018|6|423500,35|111631,69
01/11/2024|260300|Cabrobó |PE|2019|3|203780,71|43926,03
01/11/2024|260300|Cabrobó |PE|2021|1|104000|8610,68
01/11/2024|260300|Cabrobó |PE|2022|9|1000412,85|152982,97
01/11/2024|260300|Cabrobó |PE|2023|20|2432149,99|417183,21
01/11/2024|260300|Cabrobó |PE|2024|24|3403076,96|739124,63
01/11/2024|260310|Cachoeirinha |PE|2009|29|851012,72|403190,94
01/11/2024|260310|Cachoeirinha |PE|2010|37|1342568,93|553437
01/11/2024|260310|Cachoeirinha |PE|2011|14|535257,9|108378
01/11/2024|260310|Cachoeirinha |PE|2012|17|742670,0599999999|355213,89
01/11/2024|260310|Cachoeirinha |PE|2013|18|992848,29|397291,6799999999
01/11/2024|260310|Cachoeirinha |PE|2014|19|1107349,27|332123,4
01/11/2024|260310|Cachoeirinha |PE|2015|22|1412520,5999999999|393795,13
01/11/2024|260310|Cachoeirinha |PE|2016|11|788932,1|196477,26
01/11/2024|260310|Cachoeirinha |PE|2017|5|341600|125448,54
01/11/2024|260310|Cachoeirinha |PE|2018|4|303929,8|97145,36
01/11/2024|260310|Cachoeirinha |PE|2019|15|1085137,87|342451,25
01/11/2024|260310|Cachoeirinha |PE|2020|18|1598549,5799999998|473038,68
01/11/2024|260310|Cachoeirinha |PE|2021|24|2225283,3|662417,0399999999
01/11/2024|260310|Cachoeirinha |PE|2022|22|2194682,04|416436,34
01/11/2024|260310|Cachoeirinha |PE|2023|31|3432208,5399999996|718347,86
01/11/2024|260310|Cachoeirinha |PE|2024|17|2119758,94|585868,13
01/11/2024|260320|Caetés |PE|2009|5|145630|44469,45
01/11/2024|260320|Caetés |PE|2010|10|362863|117947
01/11/2024|260320|Caetés |PE|2011|1|36800|3000
01/11/2024|260320|Caetés |PE|2012|5|268998,97|61895,06
01/11/2024|260320|Caetés |PE|2013|1|53100|19168,99
01/11/2024|260320|Caetés |PE|2014|5|287725|74048,59
01/11/2024|260320|Caetés |PE|2015|8|411536,0900000001|187855,53
01/11/2024|260320|Caetés |PE|2016|6|386957,98|104205,72
01/11/2024|260320|Caetés |PE|2017|6|427890|162608,51
01/11/2024|260320|Caetés |PE|2018|4|266540,9|89242,67
01/11/2024|260320|Caetés |PE|2019|7|537056,38|106088,13
01/11/2024|260320|Caetés |PE|2020|2|172000|39999,98
01/11/2024|260320|Caetés |PE|2021|4|292204,04|67420,07
01/11/2024|260320|Caetés |PE|2022|6|507631,4|67731,91
01/11/2024|260320|Caetés |PE|2023|11|1225078,56|255327,41
01/11/2024|260320|Caetés |PE|2024|10|1198272,08|365185,45
01/11/2024|260330|Calçado |PE|2010|1|28092,84|11697
01/11/2024|260330|Calçado |PE|2011|1|58000|0
01/11/2024|260330|Calçado |PE|2012|1|60000|13233,04
01/11/2024|260330|Calçado |PE|2013|1|24560|13667,98
01/11/2024|260330|Calçado |PE|2017|1|65000|23213,99
01/11/2024|260340|Calumbi |PE|2012|1|71280|17820,04
01/11/2024|260340|Calumbi |PE|2013|3|217749|53840,23
01/11/2024|260340|Calumbi |PE|2014|1|67938|19034
01/11/2024|260340|Calumbi |PE|2017|1|71000|4666,29
01/11/2024|260340|Calumbi |PE|2018|1|71899|25101
01/11/2024|260345|Camaragibe |PE|2009|186|6199128,069999999|3925573,5300000003
01/11/2024|260345|Camaragibe |PE|2010|398|16443366,34|8772028
01/11/2024|260345|Camaragibe |PE|2011|360|15293306,46|4633749
01/11/2024|260345|Camaragibe |PE|2012|53|3717374,33|930583,2899999999
01/11/2024|260345|Camaragibe |PE|2013|306|25076503,160000004|5801764,169999999
01/11/2024|260345|Camaragibe |PE|2014|402|37013495,32000001|7305621,910000002
01/11/2024|260345|Camaragibe |PE|2015|148|14302051,78|2495892,1700000004
01/11/2024|260345|Camaragibe |PE|2016|367|36597931,31000001|7668891,680000003
01/11/2024|260345|Camaragibe |PE|2017|449|44329626,89000001|11717144,39
01/11/2024|260345|Camaragibe |PE|2018|696|74394710,01999998|16159828,080000004
01/11/2024|260345|Camaragibe |PE|2019|533|53594414,16|13435386,619999997
01/11/2024|260345|Camaragibe |PE|2020|365|41527601,050000004|7150531,180000002
01/11/2024|260345|Camaragibe |PE|2021|596|64302849,94|15218943,94
01/11/2024|260345|Camaragibe |PE|2022|644|73178902,24999999|17788844,95
01/11/2024|260345|Camaragibe |PE|2023|403|48397938,31|13925726,51
01/11/2024|260345|Camaragibe |PE|2024|399|53683862,17000001|14621573,719999997
01/11/2024|260350|Camocim de São Félix |PE|2009|17|476826|145915,73
01/11/2024|260350|Camocim de São Félix |PE|2010|17|546965|165665
01/11/2024|260350|Camocim de São Félix |PE|2011|9|346029,18|12000
01/11/2024|260350|Camocim de São Félix |PE|2012|16|725565,36|185449,43
01/11/2024|260350|Camocim de São Félix |PE|2013|13|659869,1499999999|195338,9
01/11/2024|260350|Camocim de São Félix |PE|2014|4|167669,7|53391,94
01/11/2024|260350|Camocim de São Félix |PE|2015|6|377206,41|96324,05
01/11/2024|260350|Camocim de São Félix |PE|2016|6|377223,59|69627,35
01/11/2024|260350|Camocim de São Félix |PE|2017|2|152806,5|36715,28
01/11/2024|260350|Camocim de São Félix |PE|2018|1|72800|26397,05
01/11/2024|260350|Camocim de São Félix |PE|2019|3|172177|33136,09
01/11/2024|260350|Camocim de São Félix |PE|2021|1|93000|6541,5
01/11/2024|260350|Camocim de São Félix |PE|2023|14|1487766,35|345319,57
01/11/2024|260350|Camocim de São Félix |PE|2024|8|1072104,98|283446,86
01/11/2024|260360|Camutanga |PE|2010|145|217500|1033125
01/11/2024|260360|Camutanga |PE|2013|4|246589,19|102035,96
01/11/2024|260360|Camutanga |PE|2014|18|1284109,52|437639,7999999999
01/11/2024|260360|Camutanga |PE|2015|32|2301398,6|702422,8899999998
01/11/2024|260360|Camutanga |PE|2016|1|72000|18999,99
01/11/2024|260360|Camutanga |PE|2024|1|106400|49306,66
01/11/2024|260370|Canhotinho |PE|2009|10|283282,12|105537
01/11/2024|260370|Canhotinho |PE|2010|9|267230|100986
01/11/2024|260370|Canhotinho |PE|2011|17|678244,6799999999|104483
01/11/2024|260370|Canhotinho |PE|2012|17|762457,36|312020,28
01/11/2024|260370|Canhotinho |PE|2013|26|1501791,69|581095,84
01/11/2024|260370|Canhotinho |PE|2014|17|979146|394612,25
01/11/2024|260370|Canhotinho |PE|2015|18|1131182,09|379298,1999999999
01/11/2024|260370|Canhotinho |PE|2016|8|581272,8400000001|155271,43
01/11/2024|260370|Canhotinho |PE|2017|3|177820|81943,7
01/11/2024|260370|Canhotinho |PE|2018|2|136000|43461,59
01/11/2024|260370|Canhotinho |PE|2019|2|148295,64|43739,99
01/11/2024|260370|Canhotinho |PE|2020|1|80000|26265
01/11/2024|260370|Canhotinho |PE|2021|1|82100|15144,43
01/11/2024|260370|Canhotinho |PE|2022|3|290401,7|18788,5
01/11/2024|260370|Canhotinho |PE|2023|5|548399,97|106557,17
01/11/2024|260370|Canhotinho |PE|2024|2|272801|81998,47
01/11/2024|260380|Capoeiras |PE|2009|2|58540,85|18661
01/11/2024|260380|Capoeiras |PE|2010|9|261185|127693
01/11/2024|260380|Capoeiras |PE|2011|9|344887,61|33972
01/11/2024|260380|Capoeiras |PE|2012|4|194100|74630,19
01/11/2024|260380|Capoeiras |PE|2013|3|169379,63|41489,64
01/11/2024|260380|Capoeiras |PE|2014|2|117115|54548,98
01/11/2024|260380|Capoeiras |PE|2015|7|461867,6|159443,43
01/11/2024|260380|Capoeiras |PE|2016|7|473814|158697,19
01/11/2024|260380|Capoeiras |PE|2017|8|559765,84|200699,89
01/11/2024|260380|Capoeiras |PE|2018|3|210492,8|87017,99
01/11/2024|260380|Capoeiras |PE|2019|1|86400|5725,95
01/11/2024|260380|Capoeiras |PE|2020|1|56000|4936,97
01/11/2024|260380|Capoeiras |PE|2021|1|70240|0
01/11/2024|260380|Capoeiras |PE|2023|2|227171,92|52302,3
01/11/2024|260380|Capoeiras |PE|2024|5|780205,8300000001|106064,73
01/11/2024|260390|Carnaíba |PE|2009|10|232960|65814
01/11/2024|260390|Carnaíba |PE|2010|37|122500|261350
01/11/2024|260390|Carnaíba |PE|2011|3|142882,78|11000
01/11/2024|260390|Carnaíba |PE|2012|10|372324,01|93554,12
01/11/2024|260390|Carnaíba |PE|2013|22|1173451,0799999998|517799,8
01/11/2024|260390|Carnaíba |PE|2014|36|2056214,09|797641,2999999998
01/11/2024|260390|Carnaíba |PE|2015|24|1501246,42|534584,1399999999
01/11/2024|260390|Carnaíba |PE|2016|28|1895626,97|535046,33
01/11/2024|260390|Carnaíba |PE|2017|14|961382,9500000001|288004,97
01/11/2024|260390|Carnaíba |PE|2018|7|500691,75|117467,3
01/11/2024|260390|Carnaíba |PE|2019|4|241480|83991,73
01/11/2024|260390|Carnaíba |PE|2022|1|60000|16638,39
01/11/2024|260390|Carnaíba |PE|2023|10|948781,72|306427,18
01/11/2024|260390|Carnaíba |PE|2024|6|704911,95|193795,92
01/11/2024|260392|Carnaubeira da Penha |PE|2010|24|36000|171000
01/11/2024|260400|Carpina |PE|2009|221|8658541,36|4159636,46
01/11/2024|260400|Carpina |PE|2010|612|23875050,34|10600171,01
01/11/2024|260400|Carpina |PE|2011|442|25521552,820000008|4264699
01/11/2024|260400|Carpina |PE|2012|496|33034805,63|11112955,97
01/11/2024|260400|Carpina |PE|2013|607|47764356,999999985|13967314,620000001
01/11/2024|260400|Carpina |PE|2014|614|52990668,49|15107360,950000001
01/11/2024|260400|Carpina |PE|2015|440|38065306,88|11291608,57
01/11/2024|260400|Carpina |PE|2016|286|25553230,019999992|7085803,440000002
01/11/2024|260400|Carpina |PE|2017|222|19962724,41|6197479,920000002
01/11/2024|260400|Carpina |PE|2018|225|20865352,709999997|6066545,699999999
01/11/2024|260400|Carpina |PE|2019|245|23000681,24|5997450,240000001
01/11/2024|260400|Carpina |PE|2020|236|22378089,55|6034281,85
01/11/2024|260400|Carpina |PE|2021|200|19923339,679999996|6275052,329999998
01/11/2024|260400|Carpina |PE|2022|280|31909373,720000003|8540173,219999997
01/11/2024|260400|Carpina |PE|2023|396|49467032,760000005|14045673,77
01/11/2024|260400|Carpina |PE|2024|408|55669630,40999999|15963765,800000003
01/11/2024|260410|Caruaru |PE|2009|382|13880842,099999998|8052324,41
01/11/2024|260410|Caruaru |PE|2010|801|31107052,69|19361174
01/11/2024|260410|Caruaru |PE|2011|880|41552847,339999996|11631374
01/11/2024|260410|Caruaru |PE|2012|1513|82351534,11999999|39197895,339999996
01/11/2024|260410|Caruaru |PE|2013|774|50402121,300000004|20542420,210000005
01/11/2024|260410|Caruaru |PE|2014|1381|105349789,05999999|36614383,87000001
01/11/2024|260410|Caruaru |PE|2015|1191|102209973,9|29346987,449999996
01/11/2024|260410|Caruaru |PE|2016|1057|94599540,32|26245405,93
01/11/2024|260410|Caruaru |PE|2017|1449|124879785,80000004|53484487,89000004
01/11/2024|260410|Caruaru |PE|2018|2034|177990159,04999998|80281878,19000009
01/11/2024|260410|Caruaru |PE|2019|1725|159164145,47999996|56330005,02000007
01/11/2024|260410|Caruaru |PE|2020|2240|209659260,54999986|70157846,51000015
