data_referencia|cod_ibge|txt_nome_municipio|txt_sigla_uf|num_ano_financiamento|qtd_uh_financiadas|vlr_financiamento|vlr_subsidio
01/11/2024|110001|Alta Floresta D'Oeste |RO|2009|2|106000|28406
01/11/2024|110001|Alta Floresta D'Oeste |RO|2010|11|598983,79|129620
01/11/2024|110001|Alta Floresta D'Oeste |RO|2011|9|450560,2|35436
01/11/2024|110001|Alta Floresta D'Oeste |RO|2012|26|1711299,54|532644,3999999999
01/11/2024|110001|Alta Floresta D'Oeste |RO|2013|33|2331474,5400000005|690322,69
01/11/2024|110001|Alta Floresta D'Oeste |RO|2014|42|3001273,46|924962,69
01/11/2024|110001|Alta Floresta D'Oeste |RO|2015|43|3017464,2300000004|816503,3099999999
01/11/2024|110001|Alta Floresta D'Oeste |RO|2016|25|1862638,58|302075,69
01/11/2024|110001|Alta Floresta D'Oeste |RO|2017|15|1156655|243058,31
01/11/2024|110001|Alta Floresta D'Oeste |RO|2018|17|1598038,89|271553,76
01/11/2024|110001|Alta Floresta D'Oeste |RO|2019|9|778097,62|139632,14
01/11/2024|110001|Alta Floresta D'Oeste |RO|2020|19|1859866,67|384218,22
01/11/2024|110001|Alta Floresta D'Oeste |RO|2021|2|199983,54|73505,18
01/11/2024|110001|Alta Floresta D'Oeste |RO|2022|8|766674,8900000001|136845,29
01/11/2024|110001|Alta Floresta D'Oeste |RO|2023|24|3065153,7800000003|470206,34
01/11/2024|110001|Alta Floresta D'Oeste |RO|2024|27|4314909,95|335437,25
01/11/2024|110002|Ariquemes |RO|2009|64|2947428,8299999996|769513,3
01/11/2024|110002|Ariquemes |RO|2010|94|5414181,6899999995|1387931
01/11/2024|110002|Ariquemes |RO|2011|115|7737559,300000001|536683,6
01/11/2024|110002|Ariquemes |RO|2012|108|7850479,02|1832872,9500000002
01/11/2024|110002|Ariquemes |RO|2013|173|14427670,229999997|3374067,470000001
01/11/2024|110002|Ariquemes |RO|2014|174|15157080,210000003|3876569,07
01/11/2024|110002|Ariquemes |RO|2015|233|21182376,89|5448985,010000002
01/11/2024|110002|Ariquemes |RO|2016|191|17645363,46|3681991,4700000007
01/11/2024|110002|Ariquemes |RO|2017|218|21139675,060000002|4530964,07
01/11/2024|110002|Ariquemes |RO|2018|191|18757707,11|4695332,1
01/11/2024|110002|Ariquemes |RO|2019|134|14073010,200000001|2759372,320000001
01/11/2024|110002|Ariquemes |RO|2020|148|15439420,95|3384975,17
01/11/2024|110002|Ariquemes |RO|2021|90|9682017,120000001|2228634,46
01/11/2024|110002|Ariquemes |RO|2022|109|14021589,250000002|1495133,0500000003
01/11/2024|110002|Ariquemes |RO|2023|133|21307837,299999997|2088908,200000001
01/11/2024|110002|Ariquemes |RO|2024|170|28454146,73|2897440,8099999996
01/11/2024|110003|Cabixi |RO|2024|1|152000|9188,55
01/11/2024|110004|Cacoal |RO|2009|115|5341445,32|1510222,85
01/11/2024|110004|Cacoal |RO|2010|197|10124904,52|3190662
01/11/2024|110004|Cacoal |RO|2011|125|8127136,270000001|753630,6
01/11/2024|110004|Cacoal |RO|2012|122|8618960,32|2279280,93
01/11/2024|110004|Cacoal |RO|2013|161|12336601,18|3003031
01/11/2024|110004|Cacoal |RO|2014|280|21448777,16|5221906,790000001
01/11/2024|110004|Cacoal |RO|2015|184|15003808,23|3416061,46
01/11/2024|110004|Cacoal |RO|2016|122|11399826,200000001|1521250,7500000002
01/11/2024|110004|Cacoal |RO|2017|144|14162556,910000004|1638543,37
01/11/2024|110004|Cacoal |RO|2018|129|13443641,839999998|1650162,98
01/11/2024|110004|Cacoal |RO|2019|76|7570852,659999999|1327758,8599999999
01/11/2024|110004|Cacoal |RO|2020|81|7733280,33|1657799,1800000002
01/11/2024|110004|Cacoal |RO|2021|104|10585989,860000003|2173774,81
01/11/2024|110004|Cacoal |RO|2022|108|12997330,8|1767243,48
01/11/2024|110004|Cacoal |RO|2023|193|29092328,949999996|2783177,6799999992
01/11/2024|110004|Cacoal |RO|2024|253|41153559,58999999|4277825,739999999
01/11/2024|110005|Cerejeiras |RO|2009|2|64025,5|26262
01/11/2024|110005|Cerejeiras |RO|2010|1|41035,22|16989
01/11/2024|110005|Cerejeiras |RO|2011|1|15000|8000
01/11/2024|110005|Cerejeiras |RO|2012|6|314378,39|98882,19
01/11/2024|110005|Cerejeiras |RO|2013|19|1209875,5999999999|276292,64
01/11/2024|110005|Cerejeiras |RO|2014|30|1985724,58|505243,0399999999
01/11/2024|110005|Cerejeiras |RO|2015|42|2954771,26|817584,9499999998
01/11/2024|110005|Cerejeiras |RO|2016|26|1959830,74|345478,65
01/11/2024|110005|Cerejeiras |RO|2017|21|1583298,97|295216,6900000001
01/11/2024|110005|Cerejeiras |RO|2018|13|1113622,17|205332,71
01/11/2024|110005|Cerejeiras |RO|2019|12|1006578,36|115112,66
01/11/2024|110005|Cerejeiras |RO|2020|20|1935891,45|201538,44
01/11/2024|110005|Cerejeiras |RO|2021|11|1092632,1700000002|192083,24
01/11/2024|110005|Cerejeiras |RO|2022|12|1386122,8900000001|91442,45
01/11/2024|110005|Cerejeiras |RO|2023|14|2155055,1100000003|74926,77
01/11/2024|110005|Cerejeiras |RO|2024|30|4982957,720000001|308963,25
01/11/2024|110006|Colorado do Oeste |RO|2009|5|167831,07|57018
01/11/2024|110006|Colorado do Oeste |RO|2010|4|163400,02|28070
01/11/2024|110006|Colorado do Oeste |RO|2011|5|223111,22|18116
01/11/2024|110006|Colorado do Oeste |RO|2012|14|729183,06|245441,33
01/11/2024|110006|Colorado do Oeste |RO|2013|20|1119349,5|323198,9
01/11/2024|110006|Colorado do Oeste |RO|2014|10|701391,9000000001|139185,95
01/11/2024|110006|Colorado do Oeste |RO|2015|11|755386,0700000001|120710,99
01/11/2024|110006|Colorado do Oeste |RO|2016|17|1190575,16|198977,6
01/11/2024|110006|Colorado do Oeste |RO|2017|9|671962,02|116152,78
01/11/2024|110006|Colorado do Oeste |RO|2018|4|276891,19|32307,17
01/11/2024|110006|Colorado do Oeste |RO|2019|3|242196,44|65491
01/11/2024|110006|Colorado do Oeste |RO|2020|7|665256|105675,96
01/11/2024|110006|Colorado do Oeste |RO|2021|3|295587,3|47983,05
01/11/2024|110006|Colorado do Oeste |RO|2022|5|535428,48|50067,64
01/11/2024|110006|Colorado do Oeste |RO|2023|8|1369325,9|37158,61
01/11/2024|110006|Colorado do Oeste |RO|2024|11|1904008,7199999997|132013,88
01/11/2024|110008|Costa Marques |RO|2014|1|56448|24451,99
01/11/2024|110009|Espigão D'Oeste |RO|2009|9|415898,98|76331
01/11/2024|110009|Espigão D'Oeste |RO|2010|43|1863942,71|699880
01/11/2024|110009|Espigão D'Oeste |RO|2011|80|3657528,49|724422
01/11/2024|110009|Espigão D'Oeste |RO|2012|56|2794912,75|1114351,2
01/11/2024|110009|Espigão D'Oeste |RO|2013|69|3463616,2|1548012,65
01/11/2024|110009|Espigão D'Oeste |RO|2014|96|5939947,409999999|2116521,9699999997
01/11/2024|110009|Espigão D'Oeste |RO|2015|71|4351047,81|1674291,0699999998
01/11/2024|110009|Espigão D'Oeste |RO|2016|40|2757543,2199999997|724998,2399999999
01/11/2024|110009|Espigão D'Oeste |RO|2017|24|1817250,64|433878,85
01/11/2024|110009|Espigão D'Oeste |RO|2018|14|933674,02|268327,8
01/11/2024|110009|Espigão D'Oeste |RO|2019|19|1505920,3400000003|296485,81
01/11/2024|110009|Espigão D'Oeste |RO|2020|24|2072157,98|429106,96
01/11/2024|110009|Espigão D'Oeste |RO|2021|10|900560,03|184955,93
01/11/2024|110009|Espigão D'Oeste |RO|2022|19|1897771,99|243404,93
01/11/2024|110009|Espigão D'Oeste |RO|2023|28|3374353,28|363513,46
01/11/2024|110009|Espigão D'Oeste |RO|2024|24|3123097,85|264971,04
01/11/2024|110010|Guajará-Mirim |RO|2009|7|182650|45755
01/11/2024|110010|Guajará-Mirim |RO|2010|2|103500|20070
01/11/2024|110010|Guajará-Mirim |RO|2011|4|161108,66|0
01/11/2024|110010|Guajará-Mirim |RO|2012|13|878451|228729,4
01/11/2024|110010|Guajará-Mirim |RO|2013|17|1135756,6099999999|338676,6699999999
01/11/2024|110010|Guajará-Mirim |RO|2014|10|722658,48|125345,85
01/11/2024|110010|Guajará-Mirim |RO|2015|35|2699339,8899999997|651381,6899999998
01/11/2024|110010|Guajará-Mirim |RO|2016|43|3418780,96|593737,4299999999
01/11/2024|110010|Guajará-Mirim |RO|2017|39|3060339,73|654355,56
01/11/2024|110010|Guajará-Mirim |RO|2018|45|3430710,0100000002|934718,3300000001
01/11/2024|110010|Guajará-Mirim |RO|2019|34|2885263,05|631552,1199999999
01/11/2024|110010|Guajará-Mirim |RO|2020|48|4562522,49|866492,04
01/11/2024|110010|Guajará-Mirim |RO|2021|21|1984337,8000000003|359603,7499999999
01/11/2024|110010|Guajará-Mirim |RO|2022|29|3203551,96|237810,21
01/11/2024|110010|Guajará-Mirim |RO|2023|33|3821898,5500000003|311815,07
01/11/2024|110010|Guajará-Mirim |RO|2024|25|3350936,52|171318,49
01/11/2024|110011|Jaru |RO|2009|32|1577798,42|375535
01/11/2024|110011|Jaru |RO|2010|162|8734430,219999997|2794506
01/11/2024|110011|Jaru |RO|2011|42|2427690,39|281034
01/11/2024|110011|Jaru |RO|2012|27|1775270,09|475460,9
01/11/2024|110011|Jaru |RO|2013|31|2148508,8600000003|670529,6199999999
01/11/2024|110011|Jaru |RO|2014|50|3740233,5199999996|945898,3399999999
01/11/2024|110011|Jaru |RO|2015|58|4791523,59|836204,69
01/11/2024|110011|Jaru |RO|2016|64|5487460,730000001|884298,4899999999
01/11/2024|110011|Jaru |RO|2017|92|8570552,57|1585768,8399999999
01/11/2024|110011|Jaru |RO|2018|131|12691336,93|2347647,3499999996
01/11/2024|110011|Jaru |RO|2019|160|15371978,11|3385309,3799999994
01/11/2024|110011|Jaru |RO|2020|216|20414158,060000002|5197851,06
01/11/2024|110011|Jaru |RO|2021|166|15999992,549999997|4208808,09
01/11/2024|110011|Jaru |RO|2022|118|13345791,690000001|2640343,73
01/11/2024|110011|Jaru |RO|2023|115|14873033,869999997|2584002,5100000002
01/11/2024|110011|Jaru |RO|2024|113|15816345,920000002|3045907,79
01/11/2024|110012|Ji-Paraná |RO|2009|234|10752514,490000002|3869808,91
01/11/2024|110012|Ji-Paraná |RO|2010|372|20040347,560000002|7547505
01/11/2024|110012|Ji-Paraná |RO|2011|384|23969140,990000006|4283798
01/11/2024|110012|Ji-Paraná |RO|2012|439|31317083,38999999|10200043,270000001
01/11/2024|110012|Ji-Paraná |RO|2013|375|27710141,230000008|9945559,300000003
01/11/2024|110012|Ji-Paraná |RO|2014|446|36332866,46000001|11784023,670000002
01/11/2024|110012|Ji-Paraná |RO|2015|498|43237850,3|12276091,820000004
01/11/2024|110012|Ji-Paraná |RO|2016|424|37877611,09999999|9834877,860000003
01/11/2024|110012|Ji-Paraná |RO|2017|475|45184725,75999998|11600545,509999998
01/11/2024|110012|Ji-Paraná |RO|2018|532|52798986,66999999|13501125,029999997
01/11/2024|110012|Ji-Paraná |RO|2019|606|64079109,85|13884988,629999999
01/11/2024|110012|Ji-Paraná |RO|2020|567|63127338,50000001|12568365,709999997
01/11/2024|110012|Ji-Paraná |RO|2021|573|66629213,92|13827403,940000001
01/11/2024|110012|Ji-Paraná |RO|2022|532|68382098,72|11783961,260000002
01/11/2024|110012|Ji-Paraná |RO|2023|640|93961697,76999998|14314038,780000003
01/11/2024|110012|Ji-Paraná |RO|2024|591|93015925,00999999|15265182,980000004
01/11/2024|110013|Machadinho D'Oeste |RO|2009|2|78678|22488
01/11/2024|110013|Machadinho D'Oeste |RO|2010|8|426549,62|134519
01/11/2024|110013|Machadinho D'Oeste |RO|2011|28|1579709,66|186580,2
01/11/2024|110013|Machadinho D'Oeste |RO|2012|33|2170879,3|658256,0599999999
01/11/2024|110013|Machadinho D'Oeste |RO|2013|34|2537849,24|694803,0599999998
01/11/2024|110013|Machadinho D'Oeste |RO|2014|54|4023859,22|1058430,6199999999
01/11/2024|110013|Machadinho D'Oeste |RO|2015|62|4683010,199999999|1100073,71
01/11/2024|110013|Machadinho D'Oeste |RO|2016|32|2634701,93|463019,06
01/11/2024|110013|Machadinho D'Oeste |RO|2017|33|2717865,9699999997|603140,85
01/11/2024|110013|Machadinho D'Oeste |RO|2018|60|4801965,87|1146019,89
01/11/2024|110013|Machadinho D'Oeste |RO|2019|34|3056574,65|657440,4099999999
01/11/2024|110013|Machadinho D'Oeste |RO|2020|28|2697598,8999999994|564403,6199999999
01/11/2024|110013|Machadinho D'Oeste |RO|2021|18|1750610,17|292678,75
01/11/2024|110013|Machadinho D'Oeste |RO|2022|26|2760291,59|394036,1
01/11/2024|110013|Machadinho D'Oeste |RO|2023|43|5425913,86|646653,2399999999
01/11/2024|110013|Machadinho D'Oeste |RO|2024|44|6141275,1899999995|1175928,79
01/11/2024|110014|Nova Brasilândia D'Oeste |RO|2009|3|151890|36993
01/11/2024|110014|Nova Brasilândia D'Oeste |RO|2010|5|175796,79|80212
01/11/2024|110014|Nova Brasilândia D'Oeste |RO|2011|7|306581,17|19687
01/11/2024|110014|Nova Brasilândia D'Oeste |RO|2013|4|267757,12|72440,19
01/11/2024|110014|Nova Brasilândia D'Oeste |RO|2014|4|247279|71241,97
01/11/2024|110014|Nova Brasilândia D'Oeste |RO|2015|9|596915,5|146785,13
01/11/2024|110014|Nova Brasilândia D'Oeste |RO|2016|5|550395,34|3396,26
01/11/2024|110014|Nova Brasilândia D'Oeste |RO|2018|1|79066,15|0
01/11/2024|110014|Nova Brasilândia D'Oeste |RO|2019|2|143700|0
01/11/2024|110014|Nova Brasilândia D'Oeste |RO|2022|1|103200|3606,42
01/11/2024|110014|Nova Brasilândia D'Oeste |RO|2023|3|412294,52|1162
01/11/2024|110014|Nova Brasilândia D'Oeste |RO|2024|5|619761,84|30124,05
01/11/2024|110015|Ouro Preto do Oeste |RO|2009|23|1074012,42|218414
01/11/2024|110015|Ouro Preto do Oeste |RO|2010|21|1027220,67|267327
01/11/2024|110015|Ouro Preto do Oeste |RO|2011|12|644694,29|55470,2
01/11/2024|110015|Ouro Preto do Oeste |RO|2012|12|679243,81|213558,16
01/11/2024|110015|Ouro Preto do Oeste |RO|2013|31|1940500,2|603300,27
01/11/2024|110015|Ouro Preto do Oeste |RO|2014|57|3735465,7700000005|1227943,7399999998
01/11/2024|110015|Ouro Preto do Oeste |RO|2015|33|2385104,8|536197,6900000001
01/11/2024|110015|Ouro Preto do Oeste |RO|2016|36|2675102,7800000003|518476,09
01/11/2024|110015|Ouro Preto do Oeste |RO|2017|73|5683051,17|1544101,65
01/11/2024|110015|Ouro Preto do Oeste |RO|2018|43|3540654,6700000004|955148,8
01/11/2024|110015|Ouro Preto do Oeste |RO|2019|26|2168445,28|465574,77
01/11/2024|110015|Ouro Preto do Oeste |RO|2020|10|894909,7000000001|253949,37
01/11/2024|110015|Ouro Preto do Oeste |RO|2021|11|989640,8300000001|258355,87
01/11/2024|110015|Ouro Preto do Oeste |RO|2022|6|770951,81|41975,81
01/11/2024|110015|Ouro Preto do Oeste |RO|2023|10|1434420,26|69427,79
01/11/2024|110015|Ouro Preto do Oeste |RO|2024|18|2696698,2500000005|301406,75
01/11/2024|110018|Pimenta Bueno |RO|2009|16|593000|110191
01/11/2024|110018|Pimenta Bueno |RO|2010|24|1130224,25|282314
01/11/2024|110018|Pimenta Bueno |RO|2011|24|1331944,44|87333,6
01/11/2024|110018|Pimenta Bueno |RO|2012|41|2502308,68|630217,4299999999
01/11/2024|110018|Pimenta Bueno |RO|2013|17|1176739,61|269101,63
01/11/2024|110018|Pimenta Bueno |RO|2014|21|1665085,7999999998|351291,3699999999
01/11/2024|110018|Pimenta Bueno |RO|2015|26|1997110,35|420046,9499999999
01/11/2024|110018|Pimenta Bueno |RO|2016|12|904896,0499999999|125978,6
01/11/2024|110018|Pimenta Bueno |RO|2017|10|828186,34|66462,41
01/11/2024|110018|Pimenta Bueno |RO|2018|11|980520,98|155843,84
01/11/2024|110018|Pimenta Bueno |RO|2019|8|720506,92|47568,51
01/11/2024|110018|Pimenta Bueno |RO|2020|14|1346841,18|135625,2
01/11/2024|110018|Pimenta Bueno |RO|2021|9|870481,53|93357,95
01/11/2024|110018|Pimenta Bueno |RO|2022|19|2476956,91|88395,37
01/11/2024|110018|Pimenta Bueno |RO|2023|47|8072493,84|113012,94
01/11/2024|110018|Pimenta Bueno |RO|2024|51|10117435,160000002|64093,42
01/11/2024|110020|Porto Velho |RO|2009|350|19006301,209999997|2586297,5100000002
01/11/2024|110020|Porto Velho |RO|2010|308|19729089,09|3092711
01/11/2024|110020|Porto Velho |RO|2011|773|52189529,98|4905862
01/11/2024|110020|Porto Velho |RO|2012|639|45578865,88000001|10215643,189999996
01/11/2024|110020|Porto Velho |RO|2013|1259|90396856,39999999|27239874,380000003
01/11/2024|110020|Porto Velho |RO|2014|973|86351896,09|19435733,479999997
01/11/2024|110020|Porto Velho |RO|2015|636|64987438,099999994|7488943,270000002
01/11/2024|110020|Porto Velho |RO|2016|389|44168076,210000016|1608534,61
01/11/2024|110020|Porto Velho |RO|2017|376|42598580,800000004|2390583,9799999995
01/11/2024|110020|Porto Velho |RO|2018|320|32974921,37|2122934,04
01/11/2024|110020|Porto Velho |RO|2019|374|37880362,63999999|3457182,599999999
01/11/2024|110020|Porto Velho |RO|2020|454|48520967,17|6185121,790000001
01/11/2024|110020|Porto Velho |RO|2021|136|14848725,330000002|1458690,0999999999
01/11/2024|110020|Porto Velho |RO|2022|223|29231082,779999997|1035359,3200000002
01/11/2024|110020|Porto Velho |RO|2023|361|56494616|2053181,91
01/11/2024|110020|Porto Velho |RO|2024|397|67645098,14|2306064,18
01/11/2024|110025|Presidente Médici |RO|2009|4|226900|33695
01/11/2024|110025|Presidente Médici |RO|2010|5|263237,78|52758
01/11/2024|110025|Presidente Médici |RO|2011|3|192180,83|7626
01/11/2024|110025|Presidente Médici |RO|2012|3|183322,16|60209
01/11/2024|110025|Presidente Médici |RO|2013|5|302150,54|84840,7
01/11/2024|110025|Presidente Médici |RO|2014|26|1806310,08|548238,2
01/11/2024|110025|Presidente Médici |RO|2015|37|2909742,2199999997|756853,1599999999
01/11/2024|110025|Presidente Médici |RO|2016|34|2545129,5300000003|510157,9499999999
01/11/2024|110025|Presidente Médici |RO|2017|19|1509424,28|400735,1
01/11/2024|110025|Presidente Médici |RO|2018|29|2261019,63|525604,82
01/11/2024|110025|Presidente Médici |RO|2019|29|2701284,95|605146,7999999999
01/11/2024|110025|Presidente Médici |RO|2020|51|4964719,140000001|1082651,41
01/11/2024|110025|Presidente Médici |RO|2021|36|3666857,88|891517,56
01/11/2024|110025|Presidente Médici |RO|2022|41|4273870,3100000005|987370,27
01/11/2024|110025|Presidente Médici |RO|2023|55|7158855,009999998|1007709,6200000003
01/11/2024|110025|Presidente Médici |RO|2024|54|7941299,37|1173746,28
01/11/2024|110026|Rio Crespo |RO|2014|1|71600|0
01/11/2024|110028|Rolim de Moura |RO|2009|18|954226,22|183945
01/11/2024|110028|Rolim de Moura |RO|2010|80|4654437,800000001|1279020
01/11/2024|110028|Rolim de Moura |RO|2011|112|6559544,48|726033
01/11/2024|110028|Rolim de Moura |RO|2012|160|10096721,9|2862028,5100000002
01/11/2024|110028|Rolim de Moura |RO|2013|149|10642302,330000004|3229406,140000001
01/11/2024|110028|Rolim de Moura |RO|2014|133|9978693,250000002|2807007,8300000005
01/11/2024|110028|Rolim de Moura |RO|2015|114|9799304,530000001|1920293,8399999994
01/11/2024|110028|Rolim de Moura |RO|2016|72|6485704,7|852409,3999999999
01/11/2024|110028|Rolim de Moura |RO|2017|83|8218057,47|1059233,7599999998
01/11/2024|110028|Rolim de Moura |RO|2018|93|8882497,62|1838076,98
01/11/2024|110028|Rolim de Moura |RO|2019|81|7617396,53|1560675,0799999996
01/11/2024|110028|Rolim de Moura |RO|2020|75|7033668,47|1672743,8499999999
01/11/2024|110028|Rolim de Moura |RO|2021|44|4371741,14|1111355,3499999999
01/11/2024|110028|Rolim de Moura |RO|2022|41|4716845,45|456585,78
01/11/2024|110028|Rolim de Moura |RO|2023|84|12673738,780000001|835231,52
01/11/2024|110028|Rolim de Moura |RO|2024|101|16701837,700000001|951973,4200000002
01/11/2024|110029|Santa Luzia D'Oeste |RO|2009|1|49500|10035
01/11/2024|110029|Santa Luzia D'Oeste |RO|2011|5|199424,56|5071,2
01/11/2024|110029|Santa Luzia D'Oeste |RO|2012|3|131225,95|45477,86
01/11/2024|110029|Santa Luzia D'Oeste |RO|2013|3|176365,93|74438,97
01/11/2024|110029|Santa Luzia D'Oeste |RO|2014|5|263156,31|73593,13
01/11/2024|110029|Santa Luzia D'Oeste |RO|2015|6|435324,23|124457,79
01/11/2024|110029|Santa Luzia D'Oeste |RO|2016|1|71701,31|4353,25
01/11/2024|110029|Santa Luzia D'Oeste |RO|2019|2|143525,36|39391,56
01/11/2024|110029|Santa Luzia D'Oeste |RO|2020|1|83187,21|0
01/11/2024|110029|Santa Luzia D'Oeste |RO|2023|2|260511,61|70092,05
01/11/2024|110029|Santa Luzia D'Oeste |RO|2024|4|538451,4299999999|93533,37
01/11/2024|110030|Vilhena |RO|2009|89|4016431,7800000003|1016472
01/11/2024|110030|Vilhena |RO|2010|208|9694571,530000001|3496753
01/11/2024|110030|Vilhena |RO|2011|135|7173823,589999999|977104,6
01/11/2024|110030|Vilhena |RO|2012|172|10966101,459999997|3159825,27
01/11/2024|110030|Vilhena |RO|2013|307|22460329,300000004|6511490,290000001
01/11/2024|110030|Vilhena |RO|2014|334|26622403,73|6644126,3100000005
01/11/2024|110030|Vilhena |RO|2015|315|26817152,740000002|5858087,630000001
01/11/2024|110030|Vilhena |RO|2016|304|26889696,41|4376668,840000001
01/11/2024|110030|Vilhena |RO|2017|383|36184278,64000001|8145287,94
01/11/2024|110030|Vilhena |RO|2018|589|57290698,21999999|13040264,889999999
01/11/2024|110030|Vilhena |RO|2019|400|39203044,300000004|8378699,71
01/11/2024|110030|Vilhena |RO|2020|524|51624096,61000001|11892350,61
01/11/2024|110030|Vilhena |RO|2021|451|49089048,250000015|10139706,550000003
01/11/2024|110030|Vilhena |RO|2022|579|71884823,43000002|10985745,44
01/11/2024|110030|Vilhena |RO|2023|671|98706566,45999998|11130747,61
01/11/2024|110030|Vilhena |RO|2024|631|103788332,66999999|11600647,72
01/11/2024|110032|São Miguel do Guaporé |RO|2013|3|205860,18|44310,98
01/11/2024|110032|São Miguel do Guaporé |RO|2014|12|733136,9899999999|312128,36
01/11/2024|110032|São Miguel do Guaporé |RO|2015|29|1911839,55|605561,3499999999
01/11/2024|110032|São Miguel do Guaporé |RO|2016|6|482097,63|103192,75
01/11/2024|110032|São Miguel do Guaporé |RO|2017|10|770157,75|140745,2
01/11/2024|110032|São Miguel do Guaporé |RO|2018|12|1070147,25|55529,82
01/11/2024|110032|São Miguel do Guaporé |RO|2019|5|375915,62|79153,12
01/11/2024|110032|São Miguel do Guaporé |RO|2020|15|1321901,24|247579,34
01/11/2024|110032|São Miguel do Guaporé |RO|2021|12|1186280,08|269846,03
01/11/2024|110032|São Miguel do Guaporé |RO|2022|22|2340444,93|406361,77
01/11/2024|110032|São Miguel do Guaporé |RO|2023|23|2902770,52|115600,16
01/11/2024|110032|São Miguel do Guaporé |RO|2024|27|4407124,51|511071,79
01/11/2024|110033|Nova Mamoré |RO|2013|6|405616,05|132797,88
01/11/2024|110033|Nova Mamoré |RO|2014|9|661604|210408
01/11/2024|110033|Nova Mamoré |RO|2015|3|219045|50370
01/11/2024|110033|Nova Mamoré |RO|2018|3|216772|28451,17
01/11/2024|110033|Nova Mamoré |RO|2019|4|287772|60872,52
01/11/2024|110033|Nova Mamoré |RO|2020|2|203200,01|0
01/11/2024|110033|Nova Mamoré |RO|2021|2|158585,66|40071,59
01/11/2024|110033|Nova Mamoré |RO|2022|1|112464,55|16513,39
01/11/2024|110033|Nova Mamoré |RO|2023|2|300198,98|3814,2
01/11/2024|110033|Nova Mamoré |RO|2024|2|261000|24333,47
01/11/2024|110034|Alvorada D'Oeste |RO|2012|1|71846,44|19271,04
01/11/2024|110034|Alvorada D'Oeste |RO|2016|3|190551,81|36922,25
01/11/2024|110034|Alvorada D'Oeste |RO|2018|1|50789,68|6155,09
01/11/2024|110034|Alvorada D'Oeste |RO|2019|3|207986,56|25988
01/11/2024|110034|Alvorada D'Oeste |RO|2020|2|177986,75|20999,99
01/11/2024|110034|Alvorada D'Oeste |RO|2021|3|316582,7|87400
01/11/2024|110034|Alvorada D'Oeste |RO|2022|4|403295,81|85034,38
01/11/2024|110034|Alvorada D'Oeste |RO|2023|8|1018134,4|105962,25
01/11/2024|110034|Alvorada D'Oeste |RO|2024|15|2270401,33|325301,69
01/11/2024|110037|Alto Alegre dos Parecis |RO|2011|2|66800|0
01/11/2024|110037|Alto Alegre dos Parecis |RO|2012|3|97201,65|28787,42
01/11/2024|110037|Alto Alegre dos Parecis |RO|2013|2|126358,94|51017,98
01/11/2024|110037|Alto Alegre dos Parecis |RO|2014|8|510597,46|175320,51
01/11/2024|110037|Alto Alegre dos Parecis |RO|2015|7|451268,05|155446,15
01/11/2024|110037|Alto Alegre dos Parecis |RO|2016|4|292156,86|81065,96
01/11/2024|110037|Alto Alegre dos Parecis |RO|2017|4|298778,14|72406,74
01/11/2024|110037|Alto Alegre dos Parecis |RO|2018|3|203157,45|50156,97
01/11/2024|110037|Alto Alegre dos Parecis |RO|2019|1|78792|22266,99
01/11/2024|110037|Alto Alegre dos Parecis |RO|2020|2|180734,88|39999,98
01/11/2024|110037|Alto Alegre dos Parecis |RO|2021|2|196297,86|34656,83
01/11/2024|110037|Alto Alegre dos Parecis |RO|2022|4|369783,96|61623,3
01/11/2024|110037|Alto Alegre dos Parecis |RO|2023|7|881341,13|102611,73
01/11/2024|110037|Alto Alegre dos Parecis |RO|2024|8|1241047,9400000002|77776,61
01/11/2024|110040|Alto Paraíso |RO|2009|1|76000|0
01/11/2024|110040|Alto Paraíso |RO|2010|1|30000|8503
01/11/2024|110040|Alto Paraíso |RO|2012|2|130500|13233,04
01/11/2024|110040|Alto Paraíso |RO|2013|2|130943|33056,99
01/11/2024|110040|Alto Paraíso |RO|2014|2|151500|39456,98
01/11/2024|110040|Alto Paraíso |RO|2015|4|308855,03|74777,96
01/11/2024|110040|Alto Paraíso |RO|2016|5|371905,61|19396,99
01/11/2024|110040|Alto Paraíso |RO|2017|2|147254,47|50439,6
01/11/2024|110040|Alto Paraíso |RO|2018|4|349785,73|65199,99
01/11/2024|110040|Alto Paraíso |RO|2019|3|236951,77|26534,26
01/11/2024|110040|Alto Paraíso |RO|2023|1|136000|0
01/11/2024|110040|Alto Paraíso |RO|2024|1|201000|0
01/11/2024|110045|Buritis |RO|2009|2|99090,38|33066
01/11/2024|110045|Buritis |RO|2011|1|57247,91|4525,2
01/11/2024|110045|Buritis |RO|2012|3|193108,95|26466,08
01/11/2024|110045|Buritis |RO|2013|7|448844,87|110826,72
01/11/2024|110045|Buritis |RO|2014|8|549586,1599999999|179149,54
01/11/2024|110045|Buritis |RO|2015|10|752349,61|177276,59
01/11/2024|110045|Buritis |RO|2016|13|985628,83|179790,98
01/11/2024|110045|Buritis |RO|2017|18|1417345,3800000001|311971,33
01/11/2024|110045|Buritis |RO|2018|16|1204622,95|275790,19
01/11/2024|110045|Buritis |RO|2019|9|731078,15|200528,86
01/11/2024|110045|Buritis |RO|2020|17|1574245,03|402034,8699999999
01/11/2024|110045|Buritis |RO|2021|6|603601,93|130968,65
01/11/2024|110045|Buritis |RO|2022|15|1648011,77|266773,67
01/11/2024|110045|Buritis |RO|2023|24|3212114,29|381941,61
